,Date,Open,High,Low,Close,Adj Close,Volume
0,2017-01-02,242.0,242.25,238.60000610351562,240.9499969482422,197.29058837890625,4887504
1,2017-01-03,240.89999389648438,245.6999969482422,239.25,243.35000610351562,199.2557373046875,7508925
2,2017-01-04,242.85000610351562,247.0,240.10000610351562,245.4499969482422,200.9752197265625,9310104
3,2017-01-05,244.5,247.85000610351562,244.10000610351562,246.75,202.0396728515625,9178665
4,2017-01-06,247.0,249.0,242.1999969482422,242.6999969482422,198.72352600097656,8093288
5,2017-01-09,242.85000610351562,246.60000610351562,242.10000610351562,245.85000610351562,201.3027801513672,4854672
6,2017-01-10,246.0,249.85000610351562,245.6999969482422,248.9499969482422,203.841064453125,11977335
7,2017-01-11,249.8000030517578,250.5,246.60000610351562,247.5500030517578,202.6947021484375,7637281
8,2017-01-12,247.6999969482422,247.6999969482422,244.14999389648438,244.64999389648438,200.32015991210938,5601066
9,2017-01-13,246.0,251.0,242.5,249.64999389648438,204.41419982910156,4384819
10,2017-01-16,249.25,250.85000610351562,247.10000610351562,248.8000030517578,203.7182159423828,4635410
11,2017-01-17,248.8000030517578,252.3000030517578,248.8000030517578,251.9499969482422,206.29745483398438,4811618
12,2017-01-18,251.60000610351562,254.3000030517578,249.8000030517578,250.85000610351562,205.39674377441406,7254738
13,2017-01-19,249.75,254.75,249.5500030517578,254.14999389648438,208.0988006591797,9184429
14,2017-01-20,254.25,256.29998779296875,253.6999969482422,255.39999389648438,209.122314453125,10843902
15,2017-01-23,255.10000610351562,260.1499938964844,255.0500030517578,259.6499938964844,212.60223388671875,10690194
16,2017-01-24,259.6000061035156,260.75,257.3500061035156,259.8500061035156,212.76597595214844,8031785
17,2017-01-25,259.95001220703125,266.3999938964844,259.6000061035156,265.5,217.3922119140625,17451497
18,2017-01-27,263.5,266.95001220703125,256.1000061035156,257.3999938964844,210.75990295410156,24497031
19,2017-01-30,258.3999938964844,261.0,255.5,256.1000061035156,209.6954803466797,8910592
20,2017-01-31,256.20001220703125,259.95001220703125,254.60000610351562,258.1000061035156,211.33309936523438,9995686
21,2017-02-01,260.0,270.1000061035156,258.5,269.70001220703125,220.83120727539062,33840797
22,2017-02-02,271.0,279.8999938964844,269.5,274.29998779296875,224.59767150878906,29722686
23,2017-02-03,274.0,275.5,270.5,273.04998779296875,223.5741729736328,9009906
24,2017-02-06,274.8999938964844,279.0,274.1000061035156,276.79998779296875,226.64468383789062,8221552
25,2017-02-07,278.6000061035156,292.1499938964844,275.6000061035156,277.1000061035156,226.89031982421875,24315156
26,2017-02-08,275.5,279.0,272.0,274.79998779296875,225.007080078125,10702679
27,2017-02-09,276.0,278.3999938964844,272.6499938964844,277.6499938964844,227.3406982421875,4882374
28,2017-02-10,278.70001220703125,279.1000061035156,271.54998779296875,273.3500061035156,223.81980895996094,7680000
29,2017-02-13,275.3999938964844,276.3500061035156,268.6000061035156,270.6000061035156,221.56813049316406,8967548
30,2017-02-14,270.0,273.5,269.1499938964844,270.79998779296875,221.73190307617188,6655626
31,2017-02-15,271.20001220703125,275.5,271.20001220703125,273.3999938964844,223.86077880859375,7537315
32,2017-02-16,270.04998779296875,271.5,265.70001220703125,266.6499938964844,218.3338623046875,10575410
33,2017-02-17,267.3500061035156,268.8999938964844,264.0,268.1499938964844,219.56204223632812,9341064
34,2017-02-20,266.0,267.45001220703125,265.54998779296875,266.04998779296875,217.84254455566406,5714329
35,2017-02-21,266.0,266.25,260.79998779296875,263.1499938964844,215.468017578125,9871075
